date,symbol,rank,final_score,confidence,edge_score,edge_signals,momentum_score,premover_score,entry_price,price_7d_later,return_pct_7d,would_have_won_7d,spy_return_7d,alpha_7d,price_14d_later,return_pct_14d,would_have_won_14d,spy_return_14d,alpha_14d,price_21d_later,return_pct_21d,would_have_won_21d,spy_return_21d,alpha_21d
2024-05-03,QCOM,1,6.2,4.2,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.0,5.5,182.03,188.99,3.82,True,2.37,1.45,201.83,10.88,True,2.9,7.98,204.35,12.26,True,3.36,8.9
2024-05-03,MRNA,2,5.2,4.1,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.6,2.7,124.94,128.44,2.8,True,2.37,0.43,163.94,31.21,True,2.9,28.31,145.28,16.28,True,3.36,12.92
2024-05-03,EBAY,3,6.5,5.9,2.0,VOLATILITY_EXPANSION,4.2,4.8,49.64,52.1,4.96,True,2.37,2.59,52.84,6.45,True,2.9,3.55,53.74,8.26,True,3.36,4.9
2024-05-06,AAPL,1,6.8,4.8,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.0,5.3,182.38,189.73,4.03,True,3.12,0.91,190.0,4.18,True,3.05,1.13,195.87,7.4,True,4.06,3.34
2024-05-06,QCOM,2,5.9,4.1,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.1,5.0,181.51,194.65,7.24,True,3.12,4.12,210.48,15.96,True,3.05,12.91,211.86,16.72,True,4.06,12.66
2024-05-06,RBLX,3,5.1,3.6,5.0,"MOMENTUM_EXPANSION,RS_LEADER",7.0,4.5,39.56,33.01,-16.56,False,3.12,-19.68,32.67,-17.42,False,3.05,-20.47,35.62,-9.96,False,4.06,-14.02
2024-05-07,AAPL,1,6.7,4.6,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.5,5.2,183.59,189.93,3.45,True,2.18,1.27,190.1,3.55,True,2.38,1.17,194.44,5.91,True,3.3,2.61
2024-05-07,MARA,2,4.5,3.1,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.9,5.0,20.09,19.64,-2.24,False,2.18,-4.42,20.74,3.24,True,2.38,0.86,20.78,3.43,True,3.3,0.13
2024-05-07,SHOP,3,5.7,3.8,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.0,5.3,76.64,57.78,-24.61,False,2.18,-26.79,58.2,-24.06,False,2.38,-26.44,61.48,-19.78,False,3.3,-23.08
2024-05-08,AMZN,1,5.8,4.2,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.4,4.5,187.37,184.56,-1.5,False,2.69,-4.19,181.99,-2.87,False,2.04,-4.91,184.16,-1.71,False,3.57,-5.28
2024-05-08,QCOM,2,5.9,4.2,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.4,4.5,176.73,193.92,9.73,True,2.69,7.04,208.24,17.83,True,2.04,15.79,206.61,16.91,True,3.57,13.34
2024-05-08,GOOGL,3,6.6,4.5,2.0,RS_LEADER,7.7,5.6,168.88,176.11,4.28,True,2.69,1.59,175.95,4.19,True,2.04,2.15,174.4,3.27,True,3.57,-0.3
2024-05-09,RBLX,1,5.5,3.4,5.0,"MOMENTUM_EXPANSION,RS_LEADER",6.1,6.3,29.99,33.59,12.0,True,2.44,9.56,33.16,10.57,True,1.01,9.56,34.98,16.64,True,3.53,13.11
2024-05-09,AMZN,2,6.2,4.2,3.0,BREAKOUT_STRUCTURE,6.4,5.4,189.0,183.62,-2.85,False,2.44,-5.29,179.25,-5.16,False,1.01,-6.17,187.12,-0.99,False,3.53,-4.52
2024-05-09,AAPL,3,6.5,4.8,2.0,RS_LEADER,8.0,4.4,182.63,191.04,4.6,True,2.44,2.16,191.28,4.74,True,1.01,3.73,193.15,5.76,True,3.53,2.23
2024-05-10,AMZN,1,6.3,4.2,3.0,BREAKOUT_STRUCTURE,6.3,5.8,189.02,183.23,-3.06,False,1.83,-4.89,176.52,-6.61,False,1.06,-7.67,187.28,-0.92,False,2.91,-3.83
2024-05-10,PINS,2,5.1,3.9,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.1,3.1,42.7,41.49,-2.83,False,1.83,-4.66,41.51,-2.79,False,1.06,-3.85,43.8,2.58,True,2.91,-0.33
2024-05-10,FCX,3,7.2,4.6,0.0,,6.6,7.3,51.55,54.33,5.39,True,1.83,3.56,52.73,2.29,True,1.06,1.23,49.31,-4.35,False,2.91,-7.26
2024-05-13,FCX,1,6.4,4.4,3.0,BREAKOUT_STRUCTURE,6.7,5.2,51.98,51.23,-1.44,False,1.37,-2.81,52.04,0.12,True,0.99,-0.87,49.19,-5.37,False,3.57,-8.94
2024-05-13,GOOGL,2,7.6,6.7,0.0,,7.3,5.4,164.25,176.34,7.36,True,1.37,5.99,173.2,5.45,True,0.99,4.46,177.87,8.29,True,3.57,4.72
2024-05-13,NEM,3,6.5,4.5,2.0,RS_LEADER,7.8,5.4,42.3,42.38,0.19,True,1.37,-1.18,41.87,-1.02,False,0.99,-2.01,40.98,-3.12,False,3.57,-6.69
2024-05-14,RIVN,1,5.1,3.3,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.6,5.4,11.49,9.96,-13.32,False,0.92,-14.24,11.24,-2.18,False,1.37,-3.55,11.1,-3.39,False,4.06,-7.45
2024-05-14,GOOGL,2,8.1,6.6,0.0,,7.1,6.9,169.85,173.57,2.19,True,0.92,1.27,173.72,2.28,True,1.37,0.91,175.11,3.1,True,4.06,-0.96
2024-05-14,ON,3,5.4,4.3,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.4,3.1,73.41,71.66,-2.38,False,0.92,-3.3,71.55,-2.53,False,1.37,-3.9,75.05,2.23,True,4.06,-1.83
